4484, 0.059
5396, 0.074
5244, 0.069
4332, 0.052
5396, 0.077
6966, 1.078
2772, 0.034
2772, 0.033
2772, 0.032
2772, 0.042
6776, 0.424
2772, 0.033
8823, 2.222
8823, 2.123
2772, 0.031
7238, 0.579
4200, 0.331
1500, 0.04
624, 0.034
1540, 0.023
8085, 1.391
1950, 0.03
2220, 0.152
1716, 0.021
4028, 0.087
1122, 0.083
336, 0.009
6636, 1.55
3404, 0.758
630, 0.01
5360, 0.133
1092, 0.123
4355, 3.227
2480, 0.061
1054, 0.025
2175, 0.247
6732, 0.707
4588, 0.602
13440, 1.852
5382, 0.101
1620, 0.253
1820, 0.241
1632, 0.045
3577, 0.221
11388, 0.256
3510, 0.571
2774, 0.059
4453, 0.543
4366, 0.07
3172, 0.05
3876, 1.758
6068, 0.094
1224, 0.082
2550, 0.134
2640, 0.05
2838, 0.426
3360, 0.336
2847, 0.357
546, 0.015
2480, 0.033
4218, 0.051
252, 0.134
4950, 0.08
2652, 0.1
1170, 0.018
2923, 0.111
575, 0.064
3591, 0.053
1587, 0.026
2304, 0.133
2432, 0.428
13284, 3.981
2442, 0.027
1305, 0.634
441, 0.033
4221, 0.566
480, 0.005
1539, 0.169
3705, 0.265
5005, 0.532
8502, 1.428
2175, 0.304
7878, 2.413
2888, 0.376
2555, 0.36
1562, 0.082
1218, 0.097
1566, 0.028
13182, 0.487
6975, 1.112
2720, 0.054
4875, 0.074
750, 0.089
2112, 0.41
2555, 0.373
3402, 0.656
1584, 0.165
816, 0.025
5550, 0.11
1350, 0.714
1275, 0.091
3150, 0.095
2774, 0.043
3268, 0.045
6396, 3.609
2584, 0.766
598, 0.015
1092, 0.014
600, 0.009
476, 0.022
360, 0.006
2528, 1.008
8690, 6.708
888, 0.008
7821, 0.169
2664, 0.032
800, 0.009
2772, 0.032
6666, 0.352
5334, 0.076
4826, 0.071
5461, 0.081
4445, 0.073
4953, 0.078
5461, 0.076
4953, 0.098
5080, 0.082
7254, 0.225
5207, 0.085
13962, 0.519
5694, 0.192
13494, 0.473
11934, 0.378
9438, 0.316
8190, 0.254
9750, 0.326
8502, 0.277
7254, 0.231
5207, 0.077
16770, 0.676
12245, 0.49
10374, 0.345
7566, 0.246
13338, 0.531
10374, 0.338
7878, 0.275
7878, 0.249
14274, 0.592
7254, 0.226
5334, 0.081
4318, 0.066
7878, 0.248
13494, 0.456
11297, 0.438
8814, 0.289
16770, 0.653
6630, 0.22
5461, 0.086
13650, 0.498
16669, 0.695
9126, 0.291
5461, 0.078
8502, 0.275
5334, 0.076
9438, 0.289
7878, 0.259
14898, 0.526
12870, 0.448
6630, 0.206
13962, 0.549
11310, 0.341
15210, 0.596
18330, 0.825
15210, 0.578
5070, 0.174
14274, 0.527
10062, 0.317
11297, 0.429
13806, 0.463
11622, 0.36
7566, 0.24
13182, 0.46
5207, 0.074
18330, 0.851
12714, 0.483
14274, 0.559
9126, 0.301
8814, 0.286
8502, 0.272
15834, 0.579
14118, 0.467
11929, 0.455
5080, 0.072
8190, 0.269
17394, 0.73
13962, 0.509
10374, 0.334
8502, 0.262
9438, 0.303
12246, 0.413
14742, 0.485
13494, 0.458
5382, 0.184
6006, 0.205
13509, 0.524
13962, 0.501
8814, 0.292
6318, 0.206
8190, 0.263
8502, 0.279
14586, 0.549
14274, 0.55
13338, 0.483
17394, 0.651
13806, 0.458
10686, 0.336
5694, 0.178
12246, 0.402
12714, 0.465
11310, 0.364
7254, 0.249
11310, 0.373
12877, 0.459
14274, 0.541
15834, 0.581
14898, 0.561
7254, 0.231
7254, 0.236
5207, 0.08
13026, 0.462
9438, 0.305
7254, 0.245
5461, 0.081
14118, 0.491
13026, 0.497
14742, 0.531
8502, 0.271
8190, 0.266
7566, 0.231
13026, 0.503
5461, 0.09
12870, 0.443
9438, 0.327
9750, 0.318
9126, 0.298
7254, 0.231
7566, 0.231
7878, 0.258
14274, 0.535
15210, 0.593
7878, 0.243
14742, 0.493
17617, 0.665
14274, 0.524
8814, 0.286
11778, 0.434
4826, 0.075
12402, 0.485
13494, 0.459
9126, 0.295
18249, 0.822
7254, 0.244
5461, 0.082
8814, 0.288
5461, 0.083
15834, 0.62
5334, 0.085
5334, 0.081
10998, 0.362
10374, 0.366
9594, 0.371
13650, 0.509
9750, 0.317
13650, 0.511
11622, 0.381
5461, 0.082
3510, 0.128
13494, 0.453
9438, 0.297
13026, 0.501
7878, 0.245
7254, 0.229
15522, 0.6
9438, 0.303
11466, 0.42
12558, 0.427
13962, 0.5
11310, 0.372
14586, 0.547
11297, 0.407
9750, 0.317
9750, 0.318
8814, 0.278
10062, 0.33
10374, 0.343
10998, 0.348
10062, 0.317
12090, 0.459
8502, 0.274
11622, 0.382
13650, 0.494
18642, 0.853
8190, 0.266
9750, 0.329
10374, 0.349
9126, 0.299
15210, 0.583
14274, 0.502
6942, 0.21
8814, 0.294
14274, 0.503
11934, 0.387
12558, 0.43
16926, 0.587
14274, 0.586
13962, 0.531
5334, 0.078
16770, 0.716
15522, 0.607
9438, 0.305
5461, 0.079
6630, 0.212
12090, 0.42
13338, 0.521
5461, 0.083
19578, 0.816
9750, 0.306
4953, 0.068
7878, 0.243
7254, 0.24
11771, 0.403
10686, 0.345
10062, 0.328
5207, 0.079
13193, 0.473
8814, 0.289
18330, 0.808
10686, 0.34
13650, 0.517
9750, 0.317
12246, 0.407
17394, 0.639
13193, 0.5
13338, 0.526
17394, 0.717
11929, 0.472
12877, 0.514
14586, 0.555
14586, 0.58
13825, 0.503
16037, 0.68
13650, 0.546
12402, 0.445
13338, 0.527
16985, 0.676
13026, 0.501
12714, 0.476
14274, 0.505
11929, 0.445
14898, 0.587
15405, 0.586
14457, 0.581
13825, 0.517
13026, 0.477
12561, 0.448
13193, 0.467
15522, 0.627
12245, 0.499
13509, 0.549
15210, 0.568
15089, 0.546
14586, 0.53
14898, 0.572
13962, 0.534
13338, 0.522
11154, 0.412
13026, 0.472
14141, 0.526
13193, 0.51
16146, 0.597
13338, 0.517
17706, 0.666
13193, 0.505
17933, 0.677
13338, 0.517
15522, 0.585
18330, 0.73
17082, 0.662
13650, 0.514
16985, 0.662
14274, 0.54
13650, 0.499
14457, 0.529
15721, 0.605
14586, 0.55
12090, 0.417
13193, 0.492
14898, 0.549
20461, 0.784
14457, 0.532
11929, 0.437
13962, 0.55
14586, 0.516
15089, 0.585
13962, 0.524
10218, 0.381
13650, 0.508
11154, 0.402
15089, 0.559
14141, 0.514
17617, 0.69
13509, 0.479
3663, 0.054
3885, 0.051
3996, 0.055
3996, 0.057
4107, 0.056
3663, 0.057
3885, 0.052
3996, 0.052
3996, 0.058
3885, 0.057
3885, 0.054
3885, 0.052
3774, 0.048
4107, 0.054
3774, 0.053
3552, 0.053
3885, 0.053
4107, 0.054
3885, 0.054
4107, 0.058
3885, 0.059
3996, 0.055
3885, 0.053
3885, 0.052
3996, 0.055
3885, 0.054
3996, 0.055
3996, 0.054
3774, 0.056
3774, 0.058
3996, 0.057
4107, 0.059
3663, 0.049
3774, 0.053
3885, 0.056
3774, 0.054
4107, 0.058
3996, 0.055
3774, 0.053
3885, 0.054
3885, 0.053
3996, 0.053
13825, 0.521
14457, 0.549
17617, 0.657
17617, 0.664
12877, 0.477
14141, 0.502
14773, 0.574
13193, 0.501
11929, 0.458
18249, 0.703
14457, 0.539
14141, 0.527
16353, 0.618
15089, 0.586
18249, 0.724
15089, 0.545
14141, 0.526
7566, 0.226
6942, 0.229
6006, 0.186
14586, 0.526
15522, 0.568
7878, 0.257
14141, 0.528
16669, 0.623
12246, 0.417
7566, 0.242
12558, 0.431
5080, 0.074
14773, 0.578
15089, 0.64
8190, 0.402
16353, 0.649
14274, 0.557
10998, 0.412
7802, 1.431
7636, 1.481
9126, 0.31
15405, 0.601
11929, 0.446
14773, 0.552
20145, 0.795
13825, 0.482
12877, 0.499
16037, 0.627
14457, 0.541
572, 0.007
2788, 0.348
3864, 0.055
3705, 0.422
6708, 0.11
5427, 0.578
2263, 0.15
117, 0.003
2418, 0.049
567, 0.027
5593, 0.078
156, 0.004
3500, 0.063
4960, 0.585
180, 0.004
276, 0.005
2695, 0.282
1200, 0.03
6975, 1.87
2079, 0.257
572, 0.026
2244, 0.597
1332, 0.043
900, 0.01
2590, 0.035
756, 0.034
5148, 1.079
999, 0.011
