806, 0.357
608, 0.535
4212, 0.187
2888, 0.722
825, 0.07
2850, 0.143
5025, 0.596
7296, 0.155
7290, 1.496
2706, 0.044
7728, 1.381
8016, 1.871
2574, 0.04
2376, 0.036
7406, 0.93
10945, 6.422
2310, 0.03
8188, 2.623
2442, 0.031
8281, 1.818
2640, 0.032
2508, 0.031
7452, 0.983
9932, 4.54
2640, 0.03
2838, 0.029
7216, 1.251
2508, 0.034
8673, 2.731
7866, 1.929
2640, 0.036
2508, 0.041
2640, 0.041
8225, 2.552
2442, 0.036
2442, 0.038
7802, 1.61
2772, 0.031
8874, 2.643
2640, 0.033
2640, 0.038
9256, 2.729
2772, 0.04
2706, 0.039
2706, 0.042
2376, 0.034
2376, 0.028
2244, 0.03
2442, 0.032
2508, 0.038
7802, 1.684
2706, 0.032
8771, 2.82
2706, 0.032
2640, 0.032
2640, 0.04
2310, 0.036
2706, 0.035
7693, 0.803
2706, 0.032
7128, 1.126
7130, 0.652
2772, 0.154
8064, 1.631
9412, 3.374
7990, 1.807
2442, 0.025
7614, 0.976
2772, 0.029
6636, 0.555
7968, 1.579
2640, 0.041
2640, 0.071
2838, 0.072
2442, 0.062
5016, 3.955
2838, 0.046
8208, 2.336
6776, 0.537
7802, 1.284
6536, 3.943
7254, 0.253
6966, 1.241
7824, 1.216
7661, 1.134
2574, 0.036
7943, 1.727
2640, 0.034
2772, 0.036
2772, 0.037
7380, 1.46
2772, 0.039
2772, 0.034
7755, 1.346
2640, 0.034
2640, 0.037
2376, 0.038
2706, 0.031
7020, 0.765
2442, 0.03
2640, 0.034
2640, 0.037
8300, 1.531
2574, 0.037
2376, 0.033
2442, 0.033
2574, 0.039
2706, 0.041
2508, 0.039
2574, 0.037
6665, 0.464
2376, 0.031
2706, 0.035
2640, 0.031
7567, 0.956
2706, 0.036
2640, 0.032
7128, 0.967
2442, 0.034
7872, 1.287
2772, 0.034
2706, 0.053
7473, 0.837
8721, 2.119
7938, 1.21
2772, 0.035
10098, 4.023
2706, 0.037
2574, 0.034
8036, 1.296
7314, 0.854
2376, 0.033
2640, 0.04
2772, 0.037
7614, 1.068
2640, 0.03
9152, 2.821
2640, 0.038
7840, 1.128
2508, 0.04
2640, 0.034
7056, 1.558
6493, 0.446
2838, 0.032
7920, 1.39
2772, 0.038
2706, 0.034
7849, 1.445
2706, 0.039
2706, 0.034
7755, 1.458
2640, 0.032
7755, 1.364
2706, 0.028
2640, 0.03
6355, 0.555
2508, 0.035
2574, 0.038
2640, 0.036
6908, 0.578
2574, 0.029
7335, 1.126
7406, 0.928
2442, 0.031
2706, 0.034
6908, 0.727
2640, 0.035
2640, 0.038
2706, 0.041
7968, 1.609
7290, 1.172
2640, 0.031
2706, 0.041
2772, 0.036
2508, 0.038
9048, 2.476
2376, 0.137
7314, 1.046
7200, 1.052
2640, 0.032
6552, 0.57
2640, 0.033
2772, 0.038
2706, 0.037
2640, 0.054
9593, 3.65
2376, 0.037
2640, 0.034
7546, 7.267
2574, 0.033
8208, 1.969
2376, 0.036
6966, 1.047
2178, 0.032
7128, 1.39
9394, 7.453
2640, 0.029
7245, 0.892
2310, 0.025
8112, 1.869
7840, 0.805
2772, 0.042
2640, 0.04
7290, 1.002
2640, 0.033
7728, 0.941
8112, 1.918
2508, 0.039
8058, 1.094
2640, 0.037
2772, 0.036
2838, 0.039
2442, 0.03
2376, 0.028
8162, 7.965
2442, 0.027
6493, 0.316
7854, 9.289
8112, 1.709
2310, 0.027
2376, 0.032
8874, 2.479
2772, 0.035
2640, 0.038
9129, 3.062
10348, 6.634
8976, 2.698
2706, 0.034
7040, 0.755
2772, 0.034
7314, 0.771
2640, 0.033
2706, 0.034
7314, 0.692
2442, 0.029
7452, 0.967
8650, 2.548
10780, 5.818
6493, 0.364
2706, 0.034
7943, 1.672
7661, 1.22
7584, 0.718
6622, 0.603
7752, 9.097
8232, 1.631
2442, 0.028
2640, 0.041
9048, 2.966
2772, 0.033
2772, 0.036
10120, 3.961
7605, 1.859
7614, 1.001
10653, 6.753
2376, 0.028
9412, 3.452
2772, 0.031
9272, 7.763
2640, 0.045
2640, 0.039
7425, 1.366
2772, 0.029
2706, 0.031
8281, 1.751
9792, 4.772
2838, 0.041
7943, 1.864
6240, 0.463
7406, 0.928
6708, 0.649
2640, 0.034
2706, 0.037
8112, 1.703
8580, 1.412
2640, 0.027
8379, 2.273
2442, 0.038
9152, 2.709
8778, 9.651
10780, 5.705
2706, 0.041
2244, 0.032
7128, 1.117
7452, 1.024
7222, 0.773
8976, 2.783
2706, 0.033
2640, 0.035
2640, 0.033
7172, 1.069
7380, 1.351
2706, 0.028
2772, 0.035
2442, 0.039
7065, 0.778
2640, 0.035
2442, 0.025
2772, 0.033
2640, 0.033
7065, 0.824
7268, 0.682
8750, 2.578
2442, 0.028
2574, 0.04
2310, 0.034
2442, 0.038
2574, 0.036
2640, 0.035
6952, 0.611
8064, 1.619
7693, 1.165
2442, 0.033
2310, 0.029
7614, 1.188
8500, 1.888
2310, 0.028
8037, 1.842
7245, 0.872
2640, 0.034
2310, 0.031
2640, 0.034
8950, 3.16
2706, 0.041
8670, 1.972
2772, 0.037
2706, 0.035
2706, 0.034
8109, 1.109
8313, 1.358
8544, 2.539
6840, 0.39
2508, 0.028
7020, 0.486
2772, 0.043
6837, 0.689
7040, 0.905
7636, 1.37
9152, 2.798
2680, 0.03
7872, 1.348
2706, 0.034
2838, 0.038
2310, 0.039
8976, 2.55
2640, 0.038
2706, 0.041
7128, 0.958
7515, 1.485
8778, 8.573
9964, 4.613
2574, 0.03
2772, 0.04
9152, 2.719
2376, 0.029
2508, 0.032
2772, 0.035
7938, 1.302
8517, 1.603
2772, 0.032
7488, 0.715
7889, 0.978
2310, 0.026
9932, 5.096
2772, 0.037
2574, 0.028
7296, 0.505
7682, 1.481
2376, 0.032
7222, 0.832
2706, 0.035
8722, 2.673
2706, 0.036
2772, 0.051
7426, 0.963
8869, 1.087
7128, 1.366
2376, 0.03
2838, 0.037
2772, 0.035
2640, 0.041
7785, 2.397
7128, 1.496
2706, 0.035
2244, 0.031
2706, 0.04
2772, 0.04
2772, 0.044
2772, 0.042
2508, 0.03
2442, 0.173
8874, 2.44
9537, 3.94
2772, 0.031
8112, 1.734
6751, 0.618
2640, 0.033
2508, 0.032
7406, 0.833
9328, 2.582
2442, 0.029
9464, 1.183
7020, 0.659
2376, 0.025
2772, 0.031
2310, 0.037
2772, 0.029
9856, 9.708
2640, 0.037
7155, 0.751
2310, 0.024
7968, 1.402
2640, 0.037
2706, 0.032
8162, 8.375
7360, 0.897
7426, 0.878
8183, 1.528
2574, 0.041
8281, 1.696
7110, 0.668
2640, 0.033
2442, 0.032
7854, 8.272
2706, 0.037
7708, 1.143
2376, 0.024
9152, 2.745
2772, 0.034
9086, 9.579
2376, 0.036
2706, 0.036
2442, 0.026
2508, 0.031
2772, 0.034
7567, 0.92
7776, 1.139
2442, 0.04
2838, 0.037
2838, 0.042
7968, 1.454
6837, 0.678
7128, 0.972
2442, 0.039
6708, 0.485
7498, 1.336
2442, 0.025
2640, 0.04
8100, 1.128
2706, 0.041
10976, 5.959
8162, 8.114
7728, 0.905
8470, 9.144
2706, 0.04
7520, 0.924
2574, 0.032
8109, 1.047
2442, 0.038
2706, 0.037
2508, 0.033
6885, 0.638
2508, 0.031
9880, 4.828
7380, 1.31
2574, 0.028
7314, 0.826
2574, 0.034
2772, 0.04
7332, 0.729
2508, 0.033
2376, 0.036
2838, 0.036
2442, 0.042
2574, 0.035
2310, 0.03
2376, 0.036
9231, 3.661
8281, 1.976
2706, 0.036
2706, 0.035
2706, 0.034
8736, 2.322
8778, 9.792
2706, 0.037
2376, 0.03
8778, 9.014
8470, 9.044
7290, 1.03
2772, 0.032
6885, 0.327
2640, 0.028
8976, 2.578
2574, 0.035
2640, 0.032
7802, 1.365
7052, 1.062
2310, 0.027
2838, 0.036
2442, 0.04
7406, 1.093
2706, 0.037
2508, 0.034
2640, 0.045
7425, 1.282
2574, 0.039
2574, 0.036
8750, 2.491
8400, 2.322
2706, 0.03
9129, 3.266
7110, 0.769
8500, 1.842
6644, 0.341
11088, 5.471
2442, 0.031
2376, 0.028
2574, 0.03
2772, 0.03
2640, 0.037
2508, 0.033
2640, 0.032
2706, 0.034
2640, 0.039
7155, 0.812
6908, 0.573
9328, 2.705
2442, 0.026
6513, 1.259
7290, 0.95
2772, 0.043
7200, 0.842
8232, 1.467
7144, 0.471
7544, 1.117
8134, 1.555
8134, 1.564
2508, 0.033
2706, 0.035
2706, 0.036
6478, 0.57
1995, 0.02
1938, 0.019
2052, 0.023
1995, 0.023
1938, 0.021
2052, 0.025
1995, 0.033
1938, 0.03
1938, 0.025
1995, 0.026
1881, 0.024
1938, 0.025
1881, 0.025
1995, 0.025
1938, 0.024
1938, 0.023
2052, 0.026
1881, 0.023
1995, 0.021
1938, 0.02
1938, 0.02
1995, 0.02
1995, 0.022
1995, 0.02
1824, 0.018
1938, 0.022
1767, 0.02
1824, 0.018
1938, 0.02
1995, 0.02
2052, 0.021
1995, 0.021
1824, 0.018
2772, 0.034
1938, 0.021
2052, 0.024
1938, 0.02
1881, 0.019
1881, 0.02
1881, 0.018
2052, 0.019
1881, 0.019
1938, 0.019
2310, 0.026
6200, 0.542
6975, 0.45
2574, 0.041
2574, 0.039
2706, 0.034
2310, 0.03
2706, 0.033
8874, 2.507
6123, 0.476
4360, 0.065
9720, 3.506
7052, 1.071
9010, 1.849
7776, 1.149
7473, 0.734
7728, 0.925
8304, 2.455
7172, 1.211
6240, 0.519
2640, 0.034
7095, 1.148
8036, 1.252
14141, 0.546
7742, 0.7
7290, 0.977
6396, 0.521
6622, 0.38
8096, 2.569
10764, 7.275
7314, 0.92
5928, 0.398
6396, 0.444
6084, 0.434
6837, 0.821
7473, 0.892
2376, 0.038
2376, 0.033
2376, 0.034
2706, 0.035
2442, 0.107
2442, 0.03
2050, 0.051
7290, 0.902
6280, 0.594
6636, 0.533
7515, 1.261
7938, 1.08
7452, 0.898
6478, 0.675
8778, 9.922
2706, 0.038
11501, 9.557
9000, 3.066
9027, 2.618
7470, 1.244
7335, 1.0
8281, 1.863
8084, 2.365
9150, 3.322
7290, 1.006
7520, 0.814
7473, 0.718
10200, 5.383
7590, 1.343
9464, 3.187
8640, 3.074
5889, 0.334
2640, 0.027
8280, 3.238
2706, 0.028
7176, 0.547
6837, 1.014
7014, 1.298
7335, 1.029
6840, 0.428
8280, 3.121
7682, 1.434
7520, 1.021
6688, 0.41
2310, 0.037
2310, 0.032
2442, 0.025
2442, 0.039
2574, 0.036
7546, 7.152
6880, 0.726
2310, 0.029
2442, 0.029
8064, 1.591
8470, 8.302
2442, 0.029
2640, 0.032
2376, 0.028
8550, 1.849
7661, 1.399
7379, 0.574
6888, 0.965
7776, 0.97
7216, 1.047
6192, 0.108
7776, 1.204
7776, 1.452
8281, 1.724
7776, 1.294
8996, 2.284
2838, 0.041
8996, 2.369
8816, 0.629
7840, 0.893
8512, 0.588
7987, 1.166
8360, 2.525
4230, 0.54
4320, 0.505
7849, 1.435
7040, 0.802
5621, 6.524
9048, 2.313
2508, 0.03
5092, 0.088
5396, 0.076
5396, 0.078
4484, 0.06
4484, 0.057
4180, 0.056
4484, 0.057
